title,type,question,A,B,C,D,E,F,G,answer,image
Biological Waste Substances,radio,weak acid / asid lemah,can be disposed of into sinks / boleh dibuang ke dalam singki,cannot be disposed of into sinks / tidak boleh dibuang ke dalam singki,,,,,,A,
,radio,Concentrated acid / asid pekat,can be disposed of into sinks / boleh dibuang ke dalam singki,cannot be disposed of into sinks / tidak boleh dibuang ke dalam singki,,,,,,B,
,radio,pH = 4,can be disposed of into sinks / boleh dibuang ke dalam singki,cannot be disposed of into sinks / tidak boleh dibuang ke dalam singki,,,,,,B,
,radio,pH = 10,can be disposed of into sinks / boleh dibuang ke dalam singki,cannot be disposed of into sinks / tidak boleh dibuang ke dalam singki,,,,,,B,
,radio,pH = 9,can be disposed of into sinks / boleh dibuang ke dalam singki,cannot be disposed of into sinks / tidak boleh dibuang ke dalam singki,,,,,,A,
,radio,Syringe / Picagari 属于,Category / Kategori A,Category / Kategori B,Category / Kategori C,Category / Kategori D,,,,A,
,radio,Needle / Jarum 属于,Category / Kategori A,Category / Kategori B,Category / Kategori C,Category / Kategori D,,,,A,
,radio,Scalpel blade / Bilah skalpel 属于,Category / Kategori A,Category / Kategori B,Category / Kategori C,Category / Kategori D,,,,A,
,radio,Gloves / Sarung tangan 属于,Category / Kategori A,Category / Kategori B,Category / Kategori C,Category / Kategori D,,,,B,
,radio,Tissue / Tisu 属于,Category / Kategori A,Category / Kategori B,Category / Kategori C,Category / Kategori D,,,,B,
,radio,Culture medium / Medium kultur 属于,Category / Kategori A,Category / Kategori B,Category / Kategori C,Category / Kategori D,,,,B,
,radio,Lab animals / Haiwan makmal 属于,Category / Kategori A,Category / Kategori B,Category / Kategori C,Category / Kategori D,,,,C,
,radio,Experimental animals / Haiwan uji kaji 属于,Category / Kategori A,Category / Kategori B,Category / Kategori C,Category / Kategori D,,,,C,
,radio,Blood / Darah 属于,Category / Kategori A,Category / Kategori B,Category / Kategori C,Category / Kategori D,,,,D,
,radio,Serum 属于,Category / Kategori A,Category / Kategori B,Category / Kategori C,Category / Kategori D,,,,D,
,checkbox,哪个种类需要autoclave / autoklaf ?,Category / Kategori A,Category / Kategori B,Category / Kategori C,Category / Kategori D,,,,"B,D",
,radio,哪个种类需要放进Special container / Bekas khas ?,Category / Kategori A,Category / Kategori B,Category / Kategori C,Category / Kategori D,,,,A,
,radio,哪个种类需要 frozen / disejuk beku,Category / Kategori A,Category / Kategori B,Category / Kategori C,Category / Kategori D,,,,C,
